ACC#	body	xenopus	human
Q14151	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q14152	Stress granules	Dynamic	Non Cdk target
Q14153	Speckles	Non Dynamic	Non Cdk target
Q14157	Stress granules,Speckles,Superenhancers-Mediator	Non Dynamic	Cdk target
Q14183	Nucleoli	Non Dynamic	Non Cdk target
Q14191	PML bodies,Nucleoli	Non Dynamic	Cdk target
Q14195	Stress granules	Non Dynamic	Cdk target
Q14203	Stress granules	Dynamic	Cdk target
Q14204	Stress granules,Nucleoli	Dynamic	Non Cdk target
Q14207	Cajal bodies	Dynamic	Cdk target
Q14240	Stress granules	Non Dynamic	Non Cdk target
Q14241	Nucleoli	Non Dynamic	Non Cdk target
Q14258	Stress granules	Non Dynamic	Non Cdk target
Q14296	Stress granules	Non Dynamic	Non Cdk target
Q14331	Nucleoli,Cajal bodies	Non Dynamic	Non Cdk target
Q14444	Stress granules	Non Dynamic	Non Cdk target
Q14451	Stress granules	Non Dynamic	Non Cdk target
Q14493	Nucleoli,Cajal bodies	Dynamic	Cdk target
Q14498	Nucleoli	Non Dynamic	Non Cdk target
Q14524	Nucleoli	Non Dynamic	Non Cdk target
Q14527	Nucleoli	Non Dynamic	Non Cdk target
Q14554	Nucleoli	Non Dynamic	Non Cdk target
Q14562	Nucleoli	Non Dynamic	Non Cdk target
Q14566	Nucleoli	Dynamic	Non Cdk target
Q14656	Nucleoli	Non Dynamic	Non Cdk target
Q14671	P-bodies	Dynamic	Non Cdk target
Q14676	53BP1 bodies	Dynamic	Cdk target
Q14683	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q14684	Nucleoli	Non Dynamic	Cdk target
Q14690	Nucleoli	Non Dynamic	Non Cdk target
Q14692	Nucleoli	Non Dynamic	Non Cdk target
Q14694	Stress granules	Dynamic	Non Cdk target
Q14739	Stress granules	Non Dynamic	Cdk target
Q14839	Nucleoli,Superenhancers-Mediator	Dynamic	Cdk target
Q14847	Stress granules	Non Dynamic	Non Cdk target
Q14966	Stress granules,Nucleoli	Dynamic	Non Cdk target
Q14974	Stress granules,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q14978	Nucleoli,Stress granules,Cajal bodies	Dynamic	Cdk target
Q14980	Nucleoli,P-bodies	Non Dynamic	Cdk target
Q14D04	Nucleoli	Non Dynamic	Non Cdk target
Q15013	Nucleoli	Non Dynamic	Non Cdk target
Q15019	Nucleoli	Non Dynamic	Non Cdk target
Q15020	Nucleoli,Cajal bodies	Non Dynamic	Non Cdk target
Q15021	Nucleoli	Non Dynamic	Non Cdk target
Q15022	Nucleoli	Non Dynamic	Non Cdk target
Q15024	Nucleoli	Non Dynamic	Non Cdk target
Q15029	P-bodies,Nucleoli,Cajal bodies	Non Dynamic	Non Cdk target
Q15050	Nucleoli	Non Dynamic	Non Cdk target
Q15056	Stress granules	Non Dynamic	Non Cdk target
Q15061	Nucleoli	Non Dynamic	Non Cdk target
Q15067	Nucleoli	Non Dynamic	Non Cdk target
Q15072	Nucleoli	Non Dynamic	Non Cdk target
Q15109	Nucleoli	Non Dynamic	Non Cdk target
Q15118	Nucleoli	Non Dynamic	Non Cdk target
Q15120	Nucleoli	Non Dynamic	Non Cdk target
Q15149	Nucleoli,PML bodies	Non Dynamic	Non Cdk target
Q15198	Nucleoli	Non Dynamic	Non Cdk target
Q15233	Stress granules,Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q15269	Nucleoli	Non Dynamic	Non Cdk target
Q15287	Speckles	Non Dynamic	Non Cdk target
Q15291	Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q15327	Nucleoli	Non Dynamic	Non Cdk target
Q15329	Nucleoli	Non Dynamic	Non Cdk target
Q15361	Nucleoli	Non Dynamic	Non Cdk target
Q15365	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q15366	Nucleoli	Dynamic	Non Cdk target
Q15369	Nucleoli	Non Dynamic	Non Cdk target
Q15393	Nucleoli	Non Dynamic	Non Cdk target
Q15397	Nucleoli	Dynamic	Non Cdk target
Q15398	Speckles	Dynamic	Cdk target
Q15428	Cajal bodies	Non Dynamic	Non Cdk target
Q15434	Nucleoli	Non Dynamic	Cdk target
Q15435	Nucleoli	Non Dynamic	Non Cdk target
Q15438	Nucleoli	Non Dynamic	Non Cdk target
Q15475	Nucleoli	Non Dynamic	Non Cdk target
Q15477	Nucleoli	Non Dynamic	Non Cdk target
Q15527	Nucleoli	Non Dynamic	Non Cdk target
Q15528	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q15543	Nucleoli	Non Dynamic	Non Cdk target
Q15555	Stress granules	Non Dynamic	Non Cdk target
Q15572	Nucleoli	Non Dynamic	Non Cdk target
Q15583	PML bodies	Non Dynamic	Non Cdk target
Q15596	Superenhancers-Mediator	Dynamic	Non Cdk target
Q15648	Superenhancers-Mediator,Speckles	Non Dynamic	Cdk target
Q15652	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q15654	Stress granules	Non Dynamic	Non Cdk target
Q15691	Stress granules	Non Dynamic	Non Cdk target
Q15717	Nucleoli,Stress granules,P-bodies	Dynamic	Cdk target
Q15735	Nucleoli	Non Dynamic	Non Cdk target
Q15777	Nucleoli	Non Dynamic	Non Cdk target
Q15785	Stress granules	Non Dynamic	Non Cdk target
Q15788	Superenhancers-Mediator	Non Dynamic	Cdk target
Q15796	Nucleoli	Non Dynamic	Non Cdk target
Q15910	PML bodies	Non Dynamic	Cdk target
Q15935	Nucleoli	Non Dynamic	Non Cdk target
Q16181	Nucleoli	Non Dynamic	Non Cdk target
Q16288	Nucleoli	Non Dynamic	Non Cdk target
Q16384	Nucleoli	Non Dynamic	Non Cdk target
Q16385	Nucleoli	Non Dynamic	Non Cdk target
Q16514	Nucleoli	Non Dynamic	Non Cdk target
Q16531	Nucleoli	Non Dynamic	Non Cdk target
Q16533	Nucleoli	Non Dynamic	Non Cdk target
Q16540	Nucleoli	Non Dynamic	Non Cdk target
Q16543	Speckles	Non Dynamic	Non Cdk target
Q16555	Stress granules	Non Dynamic	Non Cdk target
Q16560	Nucleoli	Non Dynamic	Non Cdk target
Q16566	Nucleoli	Non Dynamic	Non Cdk target
Q16576	Nucleoli	Non Dynamic	Non Cdk target
Q16594	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q16630	Stress granules,Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q16637	Stress granules,Cajal bodies	Non Dynamic	Non Cdk target
Q16658	Stress granules	Dynamic	Non Cdk target
Q16666	Nucleoli	Non Dynamic	Cdk target
Q16670	Nucleoli	Non Dynamic	Non Cdk target
Q16763	Speckles	Non Dynamic	Non Cdk target
Q16777	Speckles	Non Dynamic	Non Cdk target
Q16877	Nucleoli	Non Dynamic	Non Cdk target
Q17RN3	Nucleoli	Non Dynamic	Non Cdk target
Q1ED39	Nucleoli	Non Dynamic	Non Cdk target
Q1MSJ5	PML bodies	Non Dynamic	Non Cdk target
Q27J81	Speckles	Non Dynamic	Non Cdk target
Q29RF7	Nucleoli	Non Dynamic	Non Cdk target
Q2I0M4	Nucleoli	Non Dynamic	Non Cdk target
Q2KHN1	Speckles	Non Dynamic	Non Cdk target
Q2KHR3	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q2NKX9	Nucleoli	Non Dynamic	Non Cdk target
Q2NL82	Nucleoli	Non Dynamic	Cdk target
Q2QGD7	Nucleoli	Non Dynamic	Non Cdk target
Q2TAL8	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q2TB10	Nucleoli	Non Dynamic	Non Cdk target
Q2YD98	Speckles	Non Dynamic	Non Cdk target
Q32M84	Nucleoli	Non Dynamic	Non Cdk target
Q32NC0	Nucleoli	Non Dynamic	Non Cdk target
Q32P28	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q32P41	Nucleoli	Non Dynamic	Non Cdk target
Q3B726	Nucleoli	Non Dynamic	Non Cdk target
Q3KR37	Nucleoli	Non Dynamic	Non Cdk target
Q3MHD2	Stress granules	Non Dynamic	Non Cdk target
Q3SXR2	Nucleoli	Non Dynamic	Non Cdk target
Q3SY89	Speckles	Non Dynamic	Non Cdk target
Q3ZCM7	Stress granules	Non Dynamic	Non Cdk target
Q494X3	Nucleoli	Non Dynamic	Non Cdk target
Q49A92	Nucleoli	Non Dynamic	Non Cdk target
Q49AG3	Nucleoli	Non Dynamic	Non Cdk target
Q4G0J3	Nucleoli	Dynamic	Non Cdk target
Q4G0N7	Nucleoli	Non Dynamic	Non Cdk target
Q4LE39	Nucleoli	Non Dynamic	Non Cdk target
Q4VC31	Nucleoli	Non Dynamic	Non Cdk target
Q4VX76	Nucleoli	Non Dynamic	Non Cdk target
Q52LC2	Nucleoli	Non Dynamic	Non Cdk target
Q52LJ0	Nucleoli	Non Dynamic	Non Cdk target
Q53EP0	Stress granules	Non Dynamic	Non Cdk target
Q53EV4	Nucleoli	Non Dynamic	Non Cdk target
Q53GA4	Nucleoli	Non Dynamic	Non Cdk target
Q53GL7	Nucleoli	Non Dynamic	Cdk target
Q53GS7	NPC,Nucleoli	Dynamic	Non Cdk target
Q53GS9	Nucleoli	Non Dynamic	Non Cdk target
Q53H47	Nucleoli	Non Dynamic	Non Cdk target
Q53H80	PML bodies	Dynamic	Cdk target
Q53HC9	Nucleoli	Non Dynamic	Non Cdk target
Q53HL2	Nucleoli	Non Dynamic	Cdk target
Q53HV7	Nucleoli	Non Dynamic	Non Cdk target
Q53S58	Nucleoli	Non Dynamic	Non Cdk target
Q53T59	Nucleoli	Non Dynamic	Non Cdk target
Q53T94	Nucleoli	Non Dynamic	Non Cdk target
Q562R1	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q569K4	Nucleoli	Non Dynamic	Non Cdk target
Q56A73	Nucleoli	Non Dynamic	Non Cdk target
Q5BKY9	Nucleoli	Non Dynamic	Non Cdk target
Q5BKZ1	Nucleoli	Non Dynamic	Non Cdk target
Q5C9Z4	Nucleoli	Non Dynamic	Non Cdk target
Q5DJT8	Nucleoli	Non Dynamic	Non Cdk target
Q5EBN2	Nucleoli	Non Dynamic	Non Cdk target
Q5F1R6	Nucleoli	Non Dynamic	Non Cdk target
Q5GLZ8	Nucleoli	Non Dynamic	Non Cdk target
Q5H909	Stress granules	Non Dynamic	Non Cdk target
Q5HYJ3	Speckles,Nucleoli	Non Dynamic	Cdk target
Q5HYK3	Nucleoli	Non Dynamic	Non Cdk target
Q5HYN5	Nucleoli	Non Dynamic	Non Cdk target
Q5JSL3	Nucleoli	Non Dynamic	Non Cdk target
Q5JST6	Nucleoli	Non Dynamic	Non Cdk target
Q5JSZ5	Stress granules	Dynamic	Non Cdk target
Q5JTH9	Nucleoli	Non Dynamic	Non Cdk target
Q5JVF3	Nucleoli	Non Dynamic	Non Cdk target
Q5JVS0	Stress granules	Dynamic	Non Cdk target
Q5JW30	Stress granules	Non Dynamic	Non Cdk target
Q5JXH9	Stress granules	Non Dynamic	Non Cdk target
Q5JXX7	Nucleoli	Non Dynamic	Non Cdk target
Q5JYT7	Nucleoli	Non Dynamic	Non Cdk target
Q5M775	Nucleoli	Dynamic	Non Cdk target
Q5M7Z0	Nucleoli	Non Dynamic	Non Cdk target
Q5MJ09	Nucleoli	Non Dynamic	Non Cdk target
Q5MJ10	Nucleoli	Non Dynamic	Non Cdk target
Q5MJ70	Nucleoli	Non Dynamic	Non Cdk target
Q5QJ38	Nucleoli	Non Dynamic	Non Cdk target
Q5QJE6	Nucleoli	Dynamic	Non Cdk target
Q5QP82	Nucleoli	Non Dynamic	Non Cdk target
Q5RKV6	Nucleoli	Non Dynamic	Non Cdk target
Q5SQQ9	Nucleoli	Non Dynamic	Non Cdk target
Q5SRE5	NPC,Nucleoli	Non Dynamic	Non Cdk target
Q5SSJ5	Nucleoli	Non Dynamic	Cdk target
Q5SXM1	Nucleoli	Non Dynamic	Non Cdk target
Q5SY16	Nucleoli	Non Dynamic	Non Cdk target
Q5T0B9	Nucleoli	Non Dynamic	Non Cdk target
Q5T0V7	Stress granules	Non Dynamic	Non Cdk target
Q5T124	Nucleoli	Non Dynamic	Non Cdk target
Q5T1M5	Nucleoli	Non Dynamic	Non Cdk target
Q5T280	Nucleoli	Non Dynamic	Non Cdk target
Q5T3I0	Nucleoli	Non Dynamic	Non Cdk target
Q5T447	Speckles	Non Dynamic	Non Cdk target
Q5T481	Nucleoli	Non Dynamic	Non Cdk target
Q5T4B2	Nucleoli	Dynamic	Non Cdk target
Q5T6C5	Nucleoli	Non Dynamic	Non Cdk target
Q5T6F2	Stress granules,Speckles,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q5T6W5	Stress granules	Non Dynamic	Non Cdk target
Q5T7V8	Nucleoli	Non Dynamic	Non Cdk target
Q5T8I3	Nucleoli	Non Dynamic	Non Cdk target
Q5T8P6	Stress granules	Non Dynamic	Non Cdk target
Q5TAP6	Nucleoli	Non Dynamic	Non Cdk target
Q5TAQ9	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q5TAX3	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q5TB30	Nucleoli	Non Dynamic	Cdk target
Q5TC79	Nucleoli	Non Dynamic	Non Cdk target
Q5TC82	Stress granules	Dynamic	Non Cdk target
Q5TEA3	Nucleoli	Non Dynamic	Non Cdk target
Q5U5Q3	Stress granules	Non Dynamic	Non Cdk target
Q5UAW9	Nucleoli	Non Dynamic	Non Cdk target
Q5UIP0	53BP1 bodies,Nucleoli	Dynamic	Cdk target
Q5VT79	Speckles	Non Dynamic	Non Cdk target
Q5VT97	Nucleoli	Non Dynamic	Non Cdk target
Q5VTR2	Nucleoli	Dynamic	Non Cdk target
Q5VUJ6	Nucleoli	Non Dynamic	Non Cdk target
Q5VV52	Nucleoli	Non Dynamic	Non Cdk target
Q5VWJ9	Nucleoli	Non Dynamic	Non Cdk target
Q5VY09	Nucleoli	Non Dynamic	Non Cdk target
Q5VZL5	Nucleoli	Non Dynamic	Non Cdk target
Q5VZY2	Nucleoli	Non Dynamic	Non Cdk target
Q5W0Q7	Cajal bodies	Non Dynamic	Non Cdk target
Q63HK3	Nucleoli	Non Dynamic	Non Cdk target
Q63HN8	Speckles	Non Dynamic	Non Cdk target
Q63ZY3	Stress granules	Non Dynamic	Non Cdk target
Q641Q2	Nucleoli	Dynamic	Cdk target
Q658P3	Nucleoli	Non Dynamic	Non Cdk target
Q66K14	Nucleoli	Non Dynamic	Non Cdk target
Q66PJ3	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q67FW5	Nucleoli	Non Dynamic	Non Cdk target
Q68CP9	Speckles	Non Dynamic	Non Cdk target
Q68CQ4	Nucleoli	Non Dynamic	Non Cdk target
Q68D10	Nucleoli	Non Dynamic	Non Cdk target
Q68DC2	Nucleoli	Non Dynamic	Non Cdk target
Q68DE3	Nucleoli	Non Dynamic	Non Cdk target
Q68E01	Nucleoli	Non Dynamic	Non Cdk target
Q68EA5	Nucleoli	Non Dynamic	Non Cdk target
Q68G74	Nucleoli	Non Dynamic	Non Cdk target
Q68G75	Nucleoli	Dynamic	Non Cdk target
Q69YG0	Nucleoli	Non Dynamic	Non Cdk target
Q69YQ0	Stress granules	Non Dynamic	Non Cdk target
Q6AI12	Nucleoli	Non Dynamic	Non Cdk target
Q6AW86	Nucleoli	Non Dynamic	Non Cdk target
Q6AWB1	Stress granules	Non Dynamic	Non Cdk target
Q6AZW8	Nucleoli	Non Dynamic	Non Cdk target
Q6BEB4	Nucleoli	Non Dynamic	Non Cdk target
Q6DHV5	Nucleoli	Non Dynamic	Non Cdk target
Q6DKI1	Nucleoli	Non Dynamic	Non Cdk target
Q6DKI7	Nucleoli	Non Dynamic	Non Cdk target
Q6DKJ4	Speckles	Non Dynamic	Non Cdk target
Q6DN90	Nucleoli	Non Dynamic	Non Cdk target
Q6E0U4	P-bodies	Non Dynamic	Non Cdk target
Q6EMK4	Nucleoli	Non Dynamic	Non Cdk target
Q6FI13	Speckles	Non Dynamic	Non Cdk target
Q6IA17	Nucleoli	Non Dynamic	Non Cdk target
Q6IBW4	Nucleoli	Non Dynamic	Non Cdk target
Q6IE36	PML bodies	Non Dynamic	Non Cdk target
Q6IPT2	Nucleoli	Non Dynamic	Non Cdk target
Q6IPU0	Nucleoli	Non Dynamic	Non Cdk target
Q6IQ16	Cajal bodies	Non Dynamic	Non Cdk target
Q6IS24	Nucleoli	Non Dynamic	Non Cdk target
Q6KC79	Nucleoli,Speckles	Non Dynamic	Cdk target
Q6NSI3	Speckles	Non Dynamic	Non Cdk target
Q6NSI8	Nucleoli	Non Dynamic	Non Cdk target
Q6NSZ9	Nucleoli	Non Dynamic	Non Cdk target
Q6NUM9	Nucleoli	Non Dynamic	Non Cdk target
Q6NW34	Nucleoli	Non Dynamic	Non Cdk target
Q6NX45	PML bodies	Non Dynamic	Non Cdk target
Q6NXT1	PML bodies	Non Dynamic	Non Cdk target
Q6NYC8	Stress granules	Non Dynamic	Non Cdk target
Q6P050	Nucleoli	Non Dynamic	Non Cdk target
Q6P0N0	Nucleoli	Non Dynamic	Non Cdk target
Q6P158	Nucleoli	Non Dynamic	Non Cdk target
Q6P1J9	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q6P1N0	Nucleoli	Non Dynamic	Cdk target
Q6P1Q0	Nucleoli	Non Dynamic	Non Cdk target
Q6P2C8	Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q6P2E9	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q6P2H3	Nucleoli	Non Dynamic	Non Cdk target
Q6P2Q9	Nucleoli	Non Dynamic	Non Cdk target
Q6P3X3	Nucleoli	Non Dynamic	Non Cdk target
Q6P4F7	Nucleoli	Non Dynamic	Cdk target
Q6P5R6	Nucleoli	Non Dynamic	Non Cdk target
Q6P9B6	Nucleoli	Non Dynamic	Non Cdk target
Q6P9G0	Nucleoli	Non Dynamic	Non Cdk target
Q6PCB5	Speckles	Non Dynamic	Non Cdk target
Q6PEW1	PML bodies	Non Dynamic	Non Cdk target
Q6PF15	Nucleoli	Non Dynamic	Non Cdk target
Q6PFW1	Stress granules	Non Dynamic	Non Cdk target
Q6PG37	Nucleoli	Non Dynamic	Non Cdk target
Q6PGQ1	Nucleoli	Non Dynamic	Non Cdk target
Q6PGQ7	Nucleoli	Non Dynamic	Cdk target
Q6PI98	Nucleoli	Non Dynamic	Non Cdk target
Q6PJG6	Stress granules	Non Dynamic	Non Cdk target
Q6PJP8	Nucleoli	Dynamic	Non Cdk target
Q6PJT7	Stress granules,Nucleoli	Dynamic	Non Cdk target
Q6PK04	Nucleoli	Non Dynamic	Non Cdk target
Q6PK81	Nucleoli	Non Dynamic	Non Cdk target
Q6PKG0	Stress granules	Non Dynamic	Cdk target
Q6PL18	Stress granules	Dynamic	Non Cdk target
Q6QHC5	Nucleoli	Non Dynamic	Non Cdk target
Q6R2W3	Nucleoli	Non Dynamic	Non Cdk target
Q6RFH5	Nucleoli	Non Dynamic	Non Cdk target
Q6T311	Nucleoli	Non Dynamic	Non Cdk target
Q6TCH4	Nucleoli	Non Dynamic	Non Cdk target
Q6TFL3	Nucleoli	Non Dynamic	Non Cdk target
Q6UWH4	Nucleoli	Non Dynamic	Non Cdk target
Q6UWP8	P-bodies	Non Dynamic	Non Cdk target
Q6UWX4	PML bodies	Non Dynamic	Non Cdk target
Q6UX34	Nucleoli	Non Dynamic	Non Cdk target
Q6UX72	Nucleoli	Non Dynamic	Non Cdk target
Q6UXB0	Nucleoli	Non Dynamic	Non Cdk target
Q6UXF1	Nucleoli	Non Dynamic	Non Cdk target
Q6UXN9	Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q6UY11	Nucleoli	Non Dynamic	Non Cdk target
Q6XZF7	Nucleoli	Non Dynamic	Non Cdk target
Q6Y7W6	Speckles	Non Dynamic	Cdk target
Q6YP21	Nucleoli	Non Dynamic	Non Cdk target
Q6ZMT4	Nucleoli	Non Dynamic	Non Cdk target
Q6ZMV7	Nucleoli	Non Dynamic	Non Cdk target
Q6ZMY3	Nucleoli	Non Dynamic	Non Cdk target
Q6ZN04	Stress granules	Non Dynamic	Non Cdk target
Q6ZN11	Nucleoli	Non Dynamic	Non Cdk target
Q6ZN17	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q6ZNB5	Nucleoli	Non Dynamic	Non Cdk target
Q6ZNX1	Nucleoli	Non Dynamic	Non Cdk target
Q6ZQX7	Nucleoli	Non Dynamic	Non Cdk target
Q6ZRH7	Nucleoli	Non Dynamic	Non Cdk target
Q6ZSC3	Nucleoli	Non Dynamic	Non Cdk target
Q6ZT12	Nucleoli	Non Dynamic	Non Cdk target
Q6ZTQ4	Nucleoli	Non Dynamic	Non Cdk target
Q6ZU67	Nucleoli	Non Dynamic	Non Cdk target
Q6ZUS6	Nucleoli	Non Dynamic	Non Cdk target
Q6ZUT6	Stress granules	Non Dynamic	Non Cdk target
Q6ZUT9	Nucleoli	Non Dynamic	Non Cdk target
Q6ZUU3	Nucleoli	Non Dynamic	Non Cdk target
Q6ZVD7	Nucleoli	Non Dynamic	Non Cdk target
Q6ZVF9	Nucleoli	Non Dynamic	Non Cdk target
Q70EK9	Nucleoli	Non Dynamic	Non Cdk target
Q70IA6	Nucleoli	Non Dynamic	Non Cdk target
Q712K3	Nucleoli	Non Dynamic	Non Cdk target
Q719H9	Nucleoli	Non Dynamic	Non Cdk target
Q71F56	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q71RC2	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q71SY5	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q71UI9	Stress granules	Non Dynamic	Non Cdk target
Q71UM5	Nucleoli	Non Dynamic	Cdk target
Q76FK4	Nucleoli	Non Dynamic	Non Cdk target
Q7KZF4	Stress granules	Non Dynamic	Non Cdk target
Q7L014	Nucleoli	Non Dynamic	Non Cdk target
Q7L190	Nucleoli	Non Dynamic	Non Cdk target
Q7L2E3	Stress granules,P-bodies,PML bodies	Non Dynamic	Non Cdk target
Q7L2H7	Stress granules	Non Dynamic	Non Cdk target
Q7L3S4	Nucleoli	Non Dynamic	Non Cdk target
Q7L3T8	Nucleoli	Non Dynamic	Non Cdk target
Q7L4I2	Nucleoli	Non Dynamic	Non Cdk target
Q7L590	Nucleoli	Dynamic	Non Cdk target
Q7L5A3	Nucleoli	Non Dynamic	Non Cdk target
Q7L5D6	Nucleoli	Non Dynamic	Non Cdk target
Q7L8W6	Nucleoli	Non Dynamic	Non Cdk target
Q7L945	Nucleoli	Non Dynamic	Non Cdk target
Q7L9L4	Nucleoli	Non Dynamic	Non Cdk target
Q7LBC6	Nucleoli	Dynamic	Non Cdk target
Q7RTS3	53BP1 bodies	Non Dynamic	Non Cdk target
Q7RTT5	Nucleoli	Non Dynamic	Non Cdk target
Q7Z2E3	Nucleoli	Dynamic	Non Cdk target
Q7Z2T5	Nucleoli	Non Dynamic	Non Cdk target
Q7Z2W4	Stress granules,P-bodies	Non Dynamic	Non Cdk target
Q7Z2Z2	Nucleoli	Non Dynamic	Non Cdk target
Q7Z333	53BP1 bodies,Nucleoli	Non Dynamic	Non Cdk target
Q7Z3B4	NPC	Non Dynamic	Non Cdk target
Q7Z3U7	Nucleoli	Non Dynamic	Non Cdk target
Q7Z3V5	Nucleoli	Non Dynamic	Non Cdk target
Q7Z401	Nucleoli	Non Dynamic	Non Cdk target
Q7Z417	Stress granules,Speckles	Non Dynamic	Cdk target
Q7Z419	Nucleoli	Non Dynamic	Non Cdk target
Q7Z429	Nucleoli	Non Dynamic	Non Cdk target
Q7Z4F1	Nucleoli	Non Dynamic	Non Cdk target
Q7Z4H3	Nucleoli	Non Dynamic	Non Cdk target
Q7Z4W1	Nucleoli	Non Dynamic	Non Cdk target
Q7Z692	Nucleoli	Non Dynamic	Non Cdk target
Q7Z6G8	Cajal bodies	Non Dynamic	Non Cdk target
Q7Z6Z7	Nucleoli	Dynamic	Non Cdk target
Q7Z7M9	Nucleoli	Non Dynamic	Non Cdk target
Q86SE8	Nucleoli	Dynamic	Non Cdk target
Q86SE9	Nucleoli	Non Dynamic	Non Cdk target
Q86SG5	Stress granules	Non Dynamic	Non Cdk target
Q86SQ0	Stress granules	Non Dynamic	Non Cdk target
Q86T82	Nucleoli	Non Dynamic	Cdk target
Q86TI0	Nucleoli	Non Dynamic	Non Cdk target
Q86TJ5	Nucleoli	Non Dynamic	Non Cdk target
Q86TM3	Nucleoli	Non Dynamic	Non Cdk target
Q86U06	Speckles	Non Dynamic	Non Cdk target
Q86U38	Nucleoli	Non Dynamic	Non Cdk target
Q86U44	Speckles	Non Dynamic	Non Cdk target
Q86UA6	Nucleoli	Non Dynamic	Non Cdk target
Q86UC2	PML bodies	Non Dynamic	Non Cdk target
Q86UD0	Nucleoli	Non Dynamic	Non Cdk target
Q86UK0	Nucleoli	Non Dynamic	Non Cdk target
Q86UP3	Nucleoli	Non Dynamic	Non Cdk target
Q86UP6	Nucleoli	Non Dynamic	Non Cdk target
Q86US8	Nucleoli	Non Dynamic	Non Cdk target
Q86V48	Stress granules	Non Dynamic	Non Cdk target
Q86V81	Nucleoli	Dynamic	Non Cdk target
Q86VI3	Nucleoli	Non Dynamic	Non Cdk target
Q86VM9	Speckles	Non Dynamic	Cdk target
Q86VQ1	Nucleoli	Non Dynamic	Non Cdk target
Q86VZ6	Nucleoli	Non Dynamic	Non Cdk target
Q86W56	Stress granules	Non Dynamic	Non Cdk target
Q86W92	Speckles	Dynamic	Non Cdk target
Q86WX3	Nucleoli	Non Dynamic	Non Cdk target
Q86X24	Nucleoli	Non Dynamic	Non Cdk target
Q86X53	Nucleoli	Non Dynamic	Non Cdk target
Q86X55	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q86XF7	Nucleoli	Non Dynamic	Non Cdk target
Q86XI2	Nucleoli	Non Dynamic	Non Cdk target
Q86XP3	Nucleoli	Dynamic	Non Cdk target
Q86XR5	Nucleoli	Non Dynamic	Non Cdk target
Q86YF9	Stress granules	Non Dynamic	Non Cdk target
Q86YV6	Nucleoli	Non Dynamic	Non Cdk target
Q86YW9	Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q8IU60	P-bodies	Non Dynamic	Non Cdk target
Q8IUC6	Nucleoli	Non Dynamic	Non Cdk target
Q8IUF8	Nucleoli	Non Dynamic	Non Cdk target
Q8IUH3	PML bodies	Non Dynamic	Non Cdk target
Q8IUX4	P-bodies	Non Dynamic	Non Cdk target
Q8IUY3	Nucleoli	Non Dynamic	Non Cdk target
Q8IV03	Nucleoli	Non Dynamic	Non Cdk target
Q8IV42	Nucleoli	Non Dynamic	Non Cdk target
Q8IV48	Nucleoli	Non Dynamic	Non Cdk target
Q8IVF5	Nucleoli	Non Dynamic	Non Cdk target
Q8IVF6	Nucleoli	Non Dynamic	Non Cdk target
Q8IVL6	Nucleoli	Non Dynamic	Non Cdk target
Q8IVY1	Nucleoli	Non Dynamic	Non Cdk target
Q8IWA0	Nucleoli	Non Dynamic	Non Cdk target
Q8IWR0	Stress granules	Non Dynamic	Non Cdk target
Q8IWS0	Nucleoli	Non Dynamic	Cdk target
Q8IWZ8	Speckles	Non Dynamic	Non Cdk target
Q8IX06	Nucleoli	Non Dynamic	Non Cdk target
Q8IX12	Stress granules,Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q8IX15	Nucleoli	Non Dynamic	Non Cdk target
Q8IXJ6	Nucleoli	Non Dynamic	Cdk target
Q8IXJ9	Nucleoli	Non Dynamic	Non Cdk target
Q8IXN7	Nucleoli	Non Dynamic	Non Cdk target
Q8IXQ4	Nucleoli	Non Dynamic	Non Cdk target
